Distr,REGION,GRDSPAN,CAMPUS,GRDTYPE,C_RATING,DISTRICT,School_Name,District_Name,CNTYNAME,CFLCHART,CFLALTED
'163,'20,'EE - 02,'163904102,E,C,'163904,MEYER EL,HONDO ISD,MEDINA,N,N
'163,'20,'03 - 05,'163904105,E,C,'163904,NEWELL E WOOLLS INT,HONDO ISD,MEDINA,N,N
'163,'20,'09 - 12,'163908001,S,A,'163908,MEDINA VALLEY H S,MEDINA VALLEY ISD,MEDINA,N,N
'163,'20,'06 - 08,'163908042,M,B,'163908,MEDINA VALLEY MIDDLE,MEDINA VALLEY ISD,MEDINA,N,N
'163,'20,'06 - 08,'163908043,M,A,'163908,MEDINA VALLEY LOMA ALTA MIDDLE,MEDINA VALLEY ISD,MEDINA,N,N
'163,'20,'EE - 05,'163908103,E,A,'163908,CASTROVILLE EL,MEDINA VALLEY ISD,MEDINA,N,N
'163,'20,'EE - 05,'163908104,E,A,'163908,LACOSTE EL,MEDINA VALLEY ISD,MEDINA,N,N
'163,'20,'EE - 05,'163908105,E,A,'163908,POTRANCO EL,MEDINA VALLEY ISD,MEDINA,N,N
'163,'20,'EE - 05,'163908106,E,A,'163908,LUCKEY RANCH EL,MEDINA VALLEY ISD,MEDINA,N,N
'163,'20,'EE - 05,'163908107,E,C,'163908,LADERA EL,MEDINA VALLEY ISD,MEDINA,N,N
'164,'15,'09 - 12,'164901001,S,B,'164901,MENARD H S,MENARD ISD,MENARD,N,N
'164,'15,'PK - 08,'164901041,E,B,'164901,MENARD ELEMENTARY/JH,MENARD ISD,MENARD,N,N
'165,'18,'KG - 08,'165802101,E,A,'165802,MIDLAND ACADEMY CHARTER SCHOOL,MIDLAND ACADEMY CHARTER SCHOOL,MIDLAND,Y,N
'165,'18,'09 - 12,'165901002,S,C,'165901,LEGACY H S,MIDLAND ISD,MIDLAND,N,N
'165,'18,'09 - 12,'165901003,S,C,'165901,MIDLAND H S,MIDLAND ISD,MIDLAND,N,N
'165,'18,'09 - 12,'165901004,S,Not Rated: Senate Bill 1365,'165901,VIOLA M COLEMAN H S,MIDLAND ISD,MIDLAND,N,Y
'165,'18,'09 - 12,'165901006,S,A,'165901,EARLY COLLEGE H S AT MIDLAND COLLEGE,MIDLAND ISD,MIDLAND,N,N
'165,'18,'06 - 09,'165901007,M,A,'165901,YOUNG WOMEN'S LEADERSHIP ACADEMY,MIDLAND ISD,MIDLAND,N,N
'165,'18,'07 - 10,'165901020,S,Not Rated,'165901,BARBARA CULVER JUVENILE DETENTION CENTER,MIDLAND ISD,MIDLAND,N,Y
'165,'18,'07 - 11,'165901030,S,Not Rated,'165901,MIDLAND ALTERNATIVE PROGRAM,MIDLAND ISD,MIDLAND,N,N
'165,'18,'07 - 08,'165901041,M,C,'165901,ALAMO J H,MIDLAND ISD,MIDLAND,N,N
'165,'18,'09 - 09,'165901042,S,Not Rated: Senate Bill 1365,'165901,LEGACY FRESHMAN H S,MIDLAND ISD,MIDLAND,N,N
'165,'18,'09 - 09,'165901044,S,C,'165901,MIDLAND FRESHMAN H S,MIDLAND ISD,MIDLAND,N,N
'165,'18,'06 - 08,'165901045,M,C,'165901,SAN JACINTO J H,MIDLAND ISD,MIDLAND,N,N
'165,'18,'07 - 08,'165901046,M,C,'165901,GODDARD J H,MIDLAND ISD,MIDLAND,N,N
'165,'18,'07 - 08,'165901047,M,C,'165901,ABELL J H,MIDLAND ISD,MIDLAND,N,N
'165,'18,'PK - 06,'165901101,E,B,'165901,BONHAM EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'PK - 06,'165901104,E,Not Rated: Senate Bill 1365,'165901,BURNET EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'PK - 06,'165901106,E,Not Rated: Senate Bill 1365,'165901,DE ZAVALA EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'EE - 06,'165901107,E,C,'165901,FANNIN EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'EE - 06,'165901108,E,C,'165901,HENDERSON EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'PK - 06,'165901109,E,B,'165901,SAM HOUSTON COLLEGIATE PREPARATORY EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'EE - 06,'165901110,E,B,'165901,JONES EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'PK - 06,'165901111,E,Not Rated: Senate Bill 1365,'165901,LAMAR EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'EE - 06,'165901112,E,Not Rated: Senate Bill 1365,'165901,LONG EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'PK - 06,'165901113,E,C,'165901,MILAM EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'EE - 06,'165901114,E,A,'165901,EMERSON EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'PK - 06,'165901116,E,C,'165901,RUSK EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'EE - 06,'165901117,E,Not Rated: Senate Bill 1365,'165901,SOUTH EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'EE - 06,'165901122,E,C,'165901,PARKER EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'PK - 06,'165901123,E,A,'165901,SANTA RITA EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'PK - 06,'165901125,E,Not Rated: Senate Bill 1365,'165901,SCHARBAUER EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'01 - 06,'165901126,E,A,'165901,CARVER CENTER,MIDLAND ISD,MIDLAND,N,N
'165,'18,'EE - 06,'165901127,E,C,'165901,BUSH EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'EE - 06,'165901128,E,C,'165901,GREATHOUSE EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'KG - 06,'165901129,E,B,'165901,WASHINGTON STEM ACADEMY,MIDLAND ISD,MIDLAND,N,N
'165,'18,'KG - 06,'165901130,E,B,'165901,PEASE COMMUNICATIONS/TECHNOLOGY ACADEMY,MIDLAND ISD,MIDLAND,N,N
'165,'18,'KG - 06,'165901131,E,A,'165901,JAMES BOWIE FINE ARTS ACADEMY,MIDLAND ISD,MIDLAND,N,N
'165,'18,'EE - 06,'165901132,E,C,'165901,BARBARA YARBROUGH EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'PK - 06,'165901133,E,C,'165901,BARBARA FASKEN EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'PK - 06,'165901134,E,Not Rated: Senate Bill 1365,'165901,RALPH BUNCHE EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'EE - 06,'165901135,E,B,'165901,GENERAL TOMMY FRANKS EL,MIDLAND ISD,MIDLAND,N,N
'165,'18,'PK - PK,'165901136,E,B,'165901,PRE-K ACADEMY AT MIDLAND COLLEGE,MIDLAND ISD,MIDLAND,N,N
'165,'18,'PK - 07,'165901137,E,B,'165901,IDEA TRAVIS ACADEMY,MIDLAND ISD,MIDLAND,N,N
'165,'18,'09 - 12,'165902001,S,B,'165902,GREENWOOD H S,GREENWOOD ISD,MIDLAND,N,N
'165,'18,'06 - 08,'165902041,M,B,'165902,JAMES R BROOKS MIDDLE,GREENWOOD ISD,MIDLAND,N,N
'165,'18,'EE - 02,'165902101,E,B,'165902,GREENWOOD EL,GREENWOOD ISD,MIDLAND,N,N
'165,'18,'03 - 05,'165902103,E,B,'165902,GREENWOOD INT,GREENWOOD ISD,MIDLAND,N,N
'166,'06,'09 - 12,'166901002,S,B,'166901,CAMERON YOE H S,CAMERON ISD,MILAM,N,N
'166,'06,'06 - 08,'166901041,M,B,'166901,CAMERON MIDDLE,CAMERON ISD,MILAM,N,N
'166,'06,'03 - 05,'166901101,E,C,'166901,CAMERON EL,CAMERON ISD,MILAM,N,N
'166,'06,'PK - 02,'166901104,E,C,'166901,BEN MILAM EL,CAMERON ISD,MILAM,N,N
'166,'06,'PK - 08,'166902101,E,B,'166902,GAUSE EL,GAUSE ISD,MILAM,N,N
'166,'06,'09 - 12,'166903001,S,A,'166903,MILANO H S,MILANO ISD,MILAM,N,N
'166,'06,'06 - 08,'166903041,M,B,'166903,MILANO J H,MILANO ISD,MILAM,N,N
'166,'06,'PK - 05,'166903102,E,A,'166903,MILANO EL,MILANO ISD,MILAM,N,N
'166,'06,'09 - 12,'166904001,S,B,'166904,ROCKDALE H S,ROCKDALE ISD,MILAM,N,N
'166,'06,'06 - 08,'166904041,M,C,'166904,ROCKDALE J H,ROCKDALE ISD,MILAM,N,N
'166,'06,'EE - 01,'166904101,E,B,'166904,ROCKDALE EL,ROCKDALE ISD,MILAM,N,N
'166,'06,'02 - 05,'166904103,E,B,'166904,ROCKDALE INT,ROCKDALE ISD,MILAM,N,N
'166,'13,'09 - 12,'166905001,S,B,'166905,THORNDALE H S,THORNDALE ISD,MILAM,N,N
'166,'13,'06 - 08,'166905041,M,C,'166905,THORNDALE MIDDLE,THORNDALE ISD,MILAM,N,N
'166,'13,'PK - 05,'166905101,E,C,'166905,THORNDALE EL,THORNDALE ISD,MILAM,N,N
'166,'12,'PK - 12,'166907001,B,B,'166907,BUCKHOLTS SCHOOL,BUCKHOLTS ISD,MILAM,N,N
'167,'12,'09 - 12,'167901001,S,A,'167901,GOLDTHWAITE H S,GOLDTHWAITE ISD,MILLS,N,N
'167,'12,'06 - 08,'167901002,M,A,'167901,GOLDTHWAITE MIDDLE,GOLDTHWAITE ISD,MILLS,N,N
'167,'12,'PK - 05,'167901101,E,A,'167901,GOLDTHWAITE EL,GOLDTHWAITE ISD,MILLS,N,N
'167,'12,'PK - 12,'167902001,B,A,'167902,MULLIN MAIN,MULLIN ISD,MILLS,N,N
'167,'12,'07 - 12,'167902002,S,Not Rated,'167902,MULLIN OAKS,MULLIN ISD,MILLS,N,Y
'167,'12,'09 - 12,'167902003,S,Not Rated,'167902,PECAN RIDGE H S,MULLIN ISD,MILLS,N,Y
'167,'12,'06 - 11,'167902056,B,Not Rated,'167902,PARKVIEW SCHOOL - LEVELLAND,MULLIN ISD,MILLS,N,Y
'167,'12,'PK - 12,'167904001,B,B,'167904,PRIDDY SCHOOL,PRIDDY ISD,MILLS,N,N
'168,'14,'09 - 12,'168901001,S,B,'168901,COLORADO H S,COLORADO ISD,MITCHELL,N,N
'168,'14,'08 - 11,'168901003,S,Not Rated,'168901,WALLACE ACCELERATED H S,COLORADO ISD,MITCHELL,N,Y
'168,'14,'PK - 08,'168901100,E,B,'168901,COLORADO EL AND MIDDLE,COLORADO ISD,MITCHELL,N,N
'168,'14,'PK - 12,'168902001,B,B,'168902,LORAINE SCHOOL,LORAINE ISD,MITCHELL,N,N
'168,'14,'EE - 12,'168903001,B,B,'168903,WESTBROOK SCHOOL,WESTBROOK ISD,MITCHELL,N,N
'169,'09,'09 - 12,'169901001,S,B,'169901,BOWIE H S,BOWIE ISD,MONTAGUE,N,N
'169,'09,'06 - 08,'169901041,M,C,'169901,BOWIE J H,BOWIE ISD,MONTAGUE,N,N
'169,'09,'EE - 05,'169901042,E,Not Rated: Senate Bill 1365,'169901,BOWIE INT,BOWIE ISD,MONTAGUE,N,N
'169,'09,'09 - 12,'169902001,S,B,'169902,NOCONA H S,NOCONA ISD,MONTAGUE,N,N
'169,'09,'06 - 08,'169902041,M,B,'169902,NOCONA MIDDLE,NOCONA ISD,MONTAGUE,N,N
'169,'09,'PK - 05,'169902101,E,A,'169902,NOCONA EL,NOCONA ISD,MONTAGUE,N,N
'169,'09,'PK - 12,'169906001,B,B,'169906,GOLD BURG SCHOOL,GOLD BURG ISD,MONTAGUE,N,N
'169,'09,'EE - 08,'169908101,E,A,'169908,MONTAGUE EL,MONTAGUE ISD,MONTAGUE,N,N
'169,'09,'06 - 12,'169909001,B,A,'169909,PRAIRIE VALLEY H S,PRAIRIE VALLEY ISD,MONTAGUE,N,N
'169,'09,'PK - 05,'169909101,E,B,'169909,PRAIRIE VALLEY EL,PRAIRIE VALLEY ISD,MONTAGUE,N,N
'169,'09,'PK - 12,'169910001,B,B,'169910,FORESTBURG SCHOOL,FORESTBURG ISD,MONTAGUE,N,N
'169,'09,'07 - 12,'169911001,S,B,'169911,SAINT JO H S,SAINT JO ISD,MONTAGUE,N,N
'169,'09,'PK - 06,'169911101,E,A,'169911,SAINT JO EL,SAINT JO ISD,MONTAGUE,N,N
'170,'06,'KG - 08,'170801003,E,Not Rated: Senate Bill 1365,'170801,TEXAS SERENITY ACADEMY,TEXAS SERENITY ACADEMY,MONTGOMERY,Y,N
'170,'06,'09 - 12,'170902001,S,C,'170902,CONROE H S,CONROE ISD,MONTGOMERY,N,N
'170,'06,'09 - 12,'170902002,S,B,'170902,BOOKER T WASHINGTON H S,CONROE ISD,MONTGOMERY,N,Y
'170,'06,'09 - 12,'170902003,S,A,'170902,THE WOODLANDS H S,CONROE ISD,MONTGOMERY,N,N
'170,'06,'09 - 12,'170902005,S,B,'170902,OAK RIDGE H S,CONROE ISD,MONTGOMERY,N,N
'170,'06,'06 - 12,'170902010,B,Not Rated,'170902,JJAEP,CONROE ISD,MONTGOMERY,N,N
'170,'06,'09 - 12,'170902011,S,C,'170902,CANEY CREEK H S,CONROE ISD,MONTGOMERY,N,N
'170,'06,'09 - 12,'170902014,S,A,'170902,COLLEGE PARK H S,CONROE ISD,MONTGOMERY,N,N
'170,'06,'09 - 12,'170902016,S,B,'170902,GRAND OAKS H S,CONROE ISD,MONTGOMERY,N,N
'170,'06,'07 - 08,'170902041,M,B,'170902,PEET J H,CONROE ISD,MONTGOMERY,N,N
'170,'06,'05 - 06,'170902045,M,B,'170902,WILKERSON INT,CONROE ISD,MONTGOMERY,N,N
'170,'06,'07 - 08,'170902046,M,A,'170902,KNOX J H,CONROE ISD,MONTGOMERY,N,N
'170,'06,'07 - 08,'170902049,M,A,'170902,YORK J H,CONROE ISD,MONTGOMERY,N,N
'170,'06,'05 - 06,'170902050,M,A,'170902,COLLINS INT,CONROE ISD,MONTGOMERY,N,N
'170,'06,'07 - 08,'170902051,M,B,'170902,MOORHEAD J H,CONROE ISD,MONTGOMERY,N,N
'170,'06,'07 - 08,'170902053,M,A,'170902,MCCULLOUGH J H,CONROE ISD,MONTGOMERY,N,N
'170,'06,'07 - 08,'170902054,M,B,'170902,IRONS J H,CONROE ISD,MONTGOMERY,N,N
'170,'06,'07 - 08,'170902055,M,C,'170902,DONALD J STOCKTON JH,CONROE ISD,MONTGOMERY,N,N
'170,'06,'05 - 06,'170902067,M,A,'170902,MITCHELL INT,CONROE ISD,MONTGOMERY,N,N
'170,'06,'05 - 06,'170902068,M,C,'170902,GRANGERLAND INT,CONROE ISD,MONTGOMERY,N,N
'170,'06,'05 - 06,'170902069,M,B,'170902,VOGEL INT,CONROE ISD,MONTGOMERY,N,N
'170,'06,'05 - 06,'170902070,M,C,'170902,TRAVIS INT,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 06,'170902071,E,A,'170902,TOUGH EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'05 - 06,'170902073,M,B,'170902,CRYAR INTERMEDIATE,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 06,'170902074,E,A,'170902,DERETCHIN EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'05 - 06,'170902077,M,A,'170902,COX INT,CONROE ISD,MONTGOMERY,N,N
'170,'06,'05 - 06,'170902078,M,B,'170902,BOZMAN INT,CONROE ISD,MONTGOMERY,N,N
'170,'06,'05 - 06,'170902080,M,A,'170902,CLARK INT,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902101,E,B,'170902,ANDERSON EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902102,E,B,'170902,AUSTIN EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'PK - 04,'170902103,E,C,'170902,RUNYAN EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902104,E,C,'170902,HOUSTON EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902105,E,C,'170902,MILAM EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902106,E,C,'170902,CREIGHTON EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'PK - 04,'170902107,E,C,'170902,ARMSTRONG EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902108,E,B,'170902,LAMAR EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'PK - 04,'170902109,E,B,'170902,OAK RIDGE EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902111,E,B,'170902,HOUSER EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'PK - 04,'170902112,E,C,'170902,FORD EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'PK - 04,'170902113,E,B,'170902,HAILEY EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902114,E,B,'170902,RICE EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902115,E,C,'170902,SAN JACINTO EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'KG - 04,'170902116,E,A,'170902,GLEN LOCH EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902117,E,B,'170902,RIDE EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902118,E,A,'170902,DAVID EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'PK - 04,'170902119,E,B,'170902,GIESINGER EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902120,E,A,'170902,GALATAS EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902121,E,A,'170902,BUSH EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'KG - 04,'170902122,E,A,'170902,POWELL EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'KG - 04,'170902123,E,A,'170902,BUCKALEW EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902124,E,B,'170902,REAVES EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'KG - 04,'170902125,E,B,'170902,KAUFMAN EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902126,E,B,'170902,WILKINSON EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'KG - 04,'170902127,E,A,'170902,BROADWAY EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902128,E,B,'170902,PATTERSON EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902129,E,B,'170902,BIRNHAM WOODS EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 06,'170902130,E,A,'170902,STEWART EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170902131,E,A,'170902,SNYDER EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'PK - 04,'170902132,E,A,'170902,BRADLEY EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'KG - 06,'170902133,E,A,'170902,SUCHMA EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'PK - 04,'170902134,E,B,'170902,HOPE EL,CONROE ISD,MONTGOMERY,N,N
'170,'06,'08 - 11,'170902201,S,Not Rated,'170902,JUVENILE DETENTION CTR,CONROE ISD,MONTGOMERY,N,Y
'170,'06,'09 - 12,'170903002,S,B,'170903,MONTGOMERY H S,MONTGOMERY ISD,MONTGOMERY,N,N
'170,'06,'10 - 11,'170903003,S,Not Rated,'170903,MONTGOMERY CO J J A E P,MONTGOMERY ISD,MONTGOMERY,N,N
'170,'06,'09 - 12,'170903004,S,B,'170903,LAKE CREEK H S,MONTGOMERY ISD,MONTGOMERY,N,N
'170,'06,'06 - 08,'170903042,M,A,'170903,MONTGOMERY J H,MONTGOMERY ISD,MONTGOMERY,N,N
'170,'06,'06 - 08,'170903043,M,A,'170903,OAK HILLS J H,MONTGOMERY ISD,MONTGOMERY,N,N
'170,'06,'PK - 05,'170903102,E,A,'170903,LINCOLN EL,MONTGOMERY ISD,MONTGOMERY,N,N
'170,'06,'PK - 05,'170903103,E,A,'170903,MONTGOMERY EL,MONTGOMERY ISD,MONTGOMERY,N,N
'170,'06,'PK - 05,'170903104,E,B,'170903,STEWART CREEK EL,MONTGOMERY ISD,MONTGOMERY,N,N
'170,'06,'PK - 05,'170903105,E,A,'170903,LONE STAR EL,MONTGOMERY ISD,MONTGOMERY,N,N
'170,'06,'PK - 05,'170903106,E,A,'170903,MADELEY RANCH EL,MONTGOMERY ISD,MONTGOMERY,N,N
'170,'06,'EE - 05,'170903107,E,A,'170903,KEENAN EL,MONTGOMERY ISD,MONTGOMERY,N,N
'170,'06,'09 - 12,'170904002,S,C,'170904,WILLIS H S,WILLIS ISD,MONTGOMERY,N,N
'170,'06,'08 - 12,'170904003,S,Not Rated,'170904,STUBBLEFIELD ACADEMY,WILLIS ISD,MONTGOMERY,N,N
'170,'06,'08 - 11,'170904004,S,Not Rated,'170904,JJAEP,WILLIS ISD,MONTGOMERY,N,N
'170,'06,'06 - 08,'170904042,M,Not Rated: Senate Bill 1365,'170904,LYNN LUCAS MIDDLE,WILLIS ISD,MONTGOMERY,N,N
'170,'06,'06 - 08,'170904043,M,Not Rated: Senate Bill 1365,'170904,ROBERT P BRABHAM MIDDLE,WILLIS ISD,MONTGOMERY,N,N
'170,'06,'KG - 05,'170904101,E,C,'170904,PARMLEY EL,WILLIS ISD,MONTGOMERY,N,N
'170,'06,'KG - 05,'170904103,E,C,'170904,C C HARDY EL,WILLIS ISD,MONTGOMERY,N,N
'170,'06,'KG - 05,'170904104,E,B,'170904,TURNER EL,WILLIS ISD,MONTGOMERY,N,N
'170,'06,'KG - 05,'170904106,E,B,'170904,EDWARD B CANNAN EL,WILLIS ISD,MONTGOMERY,N,N
'170,'06,'KG - 05,'170904107,E,C,'170904,W LLOYD MEADOR EL,WILLIS ISD,MONTGOMERY,N,N
'170,'06,'KG - 05,'170904108,E,B,'170904,NEW EL,WILLIS ISD,MONTGOMERY,N,N
'170,'06,'EE - PK,'170904109,E,C,'170904,ROARK EARLY EDUCATION CENTER,WILLIS ISD,MONTGOMERY,N,N
'170,'06,'09 - 12,'170906001,S,B,'170906,MAGNOLIA H S,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'09 - 12,'170906002,S,B,'170906,MAGNOLIA WEST H S,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'06 - 11,'170906010,B,Not Rated,'170906,PROJECT RESTORE,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'09 - 09,'170906011,S,Not Rated,'170906,AEP,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'10 - 12,'170906012,S,A,'170906,ALPHA,MAGNOLIA ISD,MONTGOMERY,N,Y
'170,'06,'07 - 08,'170906041,M,B,'170906,MAGNOLIA J H,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'07 - 08,'170906042,M,B,'170906,BEAR BRANCH J H,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'05 - 06,'170906061,M,B,'170906,MAGNOLIA INT,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'05 - 06,'170906062,M,B,'170906,BEAR BRANCH INT,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170906102,E,B,'170906,MAGNOLIA EL,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170906103,E,B,'170906,J L LYON EL,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170906104,E,B,'170906,BEAR BRANCH EL,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170906105,E,A,'170906,WILLIE E WILLIAMS EL,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170906106,E,A,'170906,CEDRIC C SMITH,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170906107,E,C,'170906,NICHOLS SAWMILL EL,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'PK - 04,'170906108,E,A,'170906,TOM R ELLISOR EL,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'EE - 04,'170906109,E,B,'170906,MAGNOLIA PARKWAY EL,MAGNOLIA ISD,MONTGOMERY,N,N
'170,'06,'09 - 12,'170907001,S,C,'170907,SPLENDORA H S,SPLENDORA ISD,MONTGOMERY,N,N
'170,'06,'10 - 10,'170907010,S,Not Rated,'170907,JUVENILE JUSTICE ALTERNATIVE EDUCATION PROGRAM,SPLENDORA ISD,MONTGOMERY,N,N
'170,'06,'07 - 08,'170907041,M,B,'170907,SPLENDORA J H,SPLENDORA ISD,MONTGOMERY,N,N
'170,'06,'PK - 06,'170907101,E,C,'170907,PEACH CREEK EL,SPLENDORA ISD,MONTGOMERY,N,N
'170,'06,'EE - 06,'170907102,E,C,'170907,GREENLEAF EL,SPLENDORA ISD,MONTGOMERY,N,N
'170,'06,'EE - 06,'170907104,E,C,'170907,PINEY WOODS EL,SPLENDORA ISD,MONTGOMERY,N,N
'170,'06,'PK - 06,'170907105,E,Not Rated: Senate Bill 1365,'170907,TIMBER LAKES EL,SPLENDORA ISD,MONTGOMERY,N,N
'170,'06,'09 - 12,'170908001,S,B,'170908,NEW CANEY H S,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'01 - 12,'170908002,B,Not Rated,'170908,THE LEARNING CTR,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'08 - 12,'170908003,S,Not Rated,'170908,PROJECT RESTORE,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'09 - 12,'170908006,S,C,'170908,PORTER H S,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'09 - 12,'170908007,S,A,'170908,INFINITY EARLY COLLEGE H S,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'06 - 08,'170908041,M,B,'170908,WHITE OAK MIDDLE,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'06 - 08,'170908042,M,B,'170908,KEEFER CROSSING MIDDLE,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'06 - 08,'170908044,M,B,'170908,WOODRIDGE FOREST MIDDLE,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'06 - 08,'170908045,M,C,'170908,PINE VALLEY MIDDLE,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'EE - 05,'170908101,E,B,'170908,PORTER EL,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'EE - 05,'170908102,E,B,'170908,NEW CANEY EL,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'EE - 05,'170908106,E,C,'170908,ROBERT CRIPPEN EL,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'EE - 05,'170908107,E,B,'170908,KINGS MANOR EL,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'PK - 05,'170908109,E,B,'170908,VALLEY RANCH EL,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'PK - 05,'170908110,E,A,'170908,SORTERS MILL EL,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'EE - 05,'170908111,E,A,'170908,BENS BRANCH EL,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'EE - 05,'170908113,E,C,'170908,OAKLEY EL,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'EE - 05,'170908114,E,C,'170908,TAVOLA EL,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'PK - 05,'170908115,E,C,'170908,DOGWOOD EL,NEW CANEY ISD,MONTGOMERY,N,N
'170,'06,'PK - 05,'170908116,E,C,'170908,BROOKWOOD FOREST EL,NEW CANEY ISD,MONTGOMERY,N,N
'171,'16,'09 - 12,'171901001,S,B,'171901,DUMAS H S,DUMAS ISD,MOORE,N,N
