School_Name,District_Name,Chronic_Absenteeism_Rate,Dropout_0708,Dropout_0912,SAT_Avg,ACT_Avg,Teacher_Student_Ratio,Meets_GL_STD
ROBSTOWN EARLY COLLEGE H S,ROBSTOWN ISD,28.8,.,0,.,15.2,13.9,33
ROBY CISD,ROBY CISD,2.9,0,0,1003,18.2,10.3,32
ROCHELLE SCHOOL,ROCHELLE ISD,2.6,0,0,-1,20.4,9,66
ROCK HILL H S,PROSPER ISD,.,.,0.2,1128,23.9,16.5,80
ROCK PRAIRIE EL,COLLEGE STATION ISD,0.5,.,.,.,.,14.1,46
ROCKBROOK EL,LEWISVILLE ISD,7.9,.,.,.,.,11.9,27
ROCKDALE EL,ROCKDALE ISD,4,.,.,.,.,13.9,.
ROCKDALE H S,ROCKDALE ISD,11.4,.,0,944,19,10.6,50
ROCKDALE INT,ROCKDALE ISD,1.5,.,.,.,.,14,40
ROCKDALE J H,ROCKDALE ISD,6,1.1,.,.,.,13.2,39
ROCKPORT-FULTON H S,ARANSAS COUNTY ISD,10.9,.,1.1,977,21.4,14.1,51
ROCKPORT-FULTON MIDDLE,ARANSAS COUNTY ISD,6.8,0.4,.,.,.,15.6,30
ROCKSPRINGS K-12,ROCKSPRINGS ISD,8.3,0,0,818,16.9,10.9,24
ROCKWALL H S,ROCKWALL ISD,5.5,.,0.1,1115,24.3,17.8,82
ROCKWALL QUEST ACADEMY,ROCKWALL ISD,23.4,.,0,-1,.,4.8,29
ROCKWALL-HEATH H S,ROCKWALL ISD,5.8,.,0.3,1107,24.1,17.9,67
RODEO PALMS J H,ALVIN ISD,3,0,.,.,.,14.4,41
RODERICK R PAIGE EL,HOUSTON ISD,7.5,.,.,.,.,14.6,12
RODGER & ELLEN BECK J H,KATY ISD,1.7,0.1,.,.,.,16.5,72
RODOLFO C CENTENO EL,UNITED ISD,2.8,.,.,.,.,16.1,27
RODOLFO RUDY SILVA JR EL,WESLACO ISD,4.8,.,.,.,.,14.4,11
RODOLFO TORRES EL,VICTORIA ISD,8.7,.,.,.,.,14.3,18
RODRIGUEZ EL,HOUSTON ISD,4.2,.,.,.,.,17.6,22
RODRIGUEZ EL,SAN MARCOS CISD,6.2,.,.,.,.,14.2,28
RODRIGUEZ EL,AUSTIN ISD,8,.,.,.,.,11.1,22
RODRIGUEZ MIDDLE,DENTON ISD,2.9,0,.,.,.,14.1,34
RODRIGUEZ MONTESSORI EL,SAN ANTONIO ISD,.,.,.,.,.,16.2,.
ROEL A & CELIA R SAENZ EL,ROMA ISD,1.8,.,.,.,.,14.7,0
ROGENE WORLEY MIDDLE,MANSFIELD ISD,2.1,0.2,.,.,.,13.3,46
ROGER E SIDES EL,KARNES CITY ISD,4.3,.,.,.,.,12.8,22
ROGERS ACADEMY,SAN ANTONIO ISD,8.6,2.9,.,.,.,13.4,8
ROGERS EL,ROGERS ISD,0.7,.,.,.,.,13,42
ROGERS EL,FRISCO ISD,1.7,.,.,.,.,13.9,40
ROGERS EL,AMARILLO ISD,2.6,.,.,.,.,12.5,33
ROGERS H S,ROGERS ISD,5.1,.,0.3,1024,20.7,11.4,65
ROGERS MIDDLE,ROGERS ISD,1.8,0,.,.,.,11.4,37
ROGERS MIDDLE,SAN ANTONIO ISD,20.2,1.7,.,.,.,11.2,12
ROGERS MIDDLE,PEARLAND ISD,1.1,.,.,.,.,17.7,63
ROLAND REYNOLDS EL,FRANKLIN ISD,1.4,.,.,.,.,12.5,56
ROLLING HILLS EL,LANCASTER ISD,6.5,.,.,.,.,12.7,17
ROLLING HILLS EL,RIVER ROAD ISD,3.5,.,.,.,.,12.8,34
ROLLING MEADOWS EL,JUDSON ISD,1.7,.,.,.,.,15.8,33
ROMA H S,ROMA ISD,13.7,.,2.9,1116,18.2,14.4,36
ROMA MIDDLE,ROMA ISD,2.5,2.6,.,.,.,12,0
ROMULO D MARTINEZ EL,SHARYLAND ISD,2.2,.,.,.,.,15.7,39
RONALD E MCNAIR EL,DALLAS ISD,12.8,.,.,.,.,15.5,29
RONALD E MCNAIR MIDDLE,SOUTHWEST ISD,5.8,0,.,.,.,13.6,32
RONALD REAGAN EL,LEANDER ISD,1.6,.,.,.,.,14.9,51
RONALD THORNTON MIDDLE,FORT BEND ISD,2.1,0.1,.,.,.,19.7,46
RONALD W REAGAN MIDDLE,GRAND PRAIRIE ISD,3.4,0,.,.,.,15.5,42
ROOSEVELT ALEXANDER EL,KATY ISD,1,.,.,.,.,15.1,72
ROOSEVELT ALTERNATIVE SCHOOL,MISSION CISD,18.9,-1,0,.,.,2.6,.
ROOSEVELT EL,EDGEWOOD ISD,9.5,.,.,.,.,13.6,12
ROOSEVELT EL,HOUSTON ISD,3.8,.,.,.,.,15.3,31
ROOSEVELT EL,MCALLEN ISD,3.9,.,.,.,.,13.3,21
ROOSEVELT EL,ROOSEVELT ISD,4.2,.,.,.,.,12.5,28
ROOSEVELT H S,NORTH EAST ISD,17.3,.,4.4,965,23.6,15,45
ROOSEVELT H S,ROOSEVELT ISD,6.7,.,0.6,948,-1,10.3,58
ROOSEVELT J H,ROOSEVELT ISD,5.5,0,.,.,.,12.8,35
ROOSEVELT-WILSON EL,TEXAS CITY ISD,3.8,.,.,.,.,15.1,33
ROOSTER SPRINGS EL,DRIPPING SPRINGS ISD,1.5,.,.,.,.,14.3,51
ROPES SCHOOL,ROPES ISD,1.9,0,0,1045,22.2,10.7,56
ROQUE GUERRA JR EL,RIO GRANDE CITY GRULLA ISD,4.1,.,.,.,.,13.4,15
ROSA PARKS EL,FORT BEND ISD,1.8,.,.,.,.,14.9,19
ROSA PARKS/MILLBROOK EL,LANCASTER ISD,3.1,.,.,.,.,13.1,34
ROSCOE COLLEGIATE H S,ROSCOE COLLEGIATE ISD,8.5,0,0.6,915,19,10,41
ROSCOE COLLEGIATE MONTESSORI EARLY CHILDHOOD,ROSCOE COLLEGIATE ISD,.,.,.,.,.,17.8,.
ROSCOE EL,ROSCOE COLLEGIATE ISD,4.8,.,.,.,.,16.2,19
ROSE GARDEN EL,SCHERTZ-CIBOLO-U CITY ISD,2.2,.,.,.,.,15.8,34
ROSE HAGGAR EL,PLANO ISD,3.6,.,.,.,.,12.8,37
ROSEBUD-LOTT EL,ROSEBUD-LOTT ISD,1.1,.,.,.,.,13.4,31
ROSEBUD-LOTT H S,ROSEBUD-LOTT ISD,13.8,.,1.3,979,18.2,10.1,48
ROSEBUD-LOTT MIDDLE,ROSEBUD-LOTT ISD,2.9,2.2,.,.,.,11.7,30
ROSEDALE,AUSTIN ISD,23.9,0,2.8,.,.,5.6,48
ROSEHILL EL,TOMBALL ISD,3.7,.,.,.,.,13.2,39
ROSEMEADE EL,CARROLLTON-FARMERS BRANCH ISD,1.2,.,.,.,.,15.3,44
ROSEMONT LOWER - CHRIS V SEMOS BUILDING,DALLAS ISD,0.8,.,.,.,.,14.7,29
ROSEMONT MIDDLE,FORT WORTH ISD,8.6,1.6,.,.,.,17.3,22
ROSEMONT UPPER,DALLAS ISD,0,0,.,.,.,12.1,49
ROSENBERG EL LABORATORY FOR LEARNING AND LEADING,GALVESTON ISD,13.1,.,.,.,.,16.2,27
ROSENDO BENAVIDES EL,LA JOYA ISD,2.3,.,.,.,.,11.4,.
ROSIE SORRELLS EDUCATION AND SOCIAL SERVICES H S,DALLAS ISD,1.1,.,0,1060,20.5,11.8,70
ROSITA VALLEY EL,EAGLE PASS ISD,9.7,.,.,.,.,16.4,8
ROSITA VALLEY LITERACY ACADEMY,EAGLE PASS ISD,7,.,.,.,.,17.1,.
ROSS EL,ECTOR COUNTY ISD,11.3,.,.,.,.,19.4,20
ROSS EL,HOUSTON ISD,10.3,.,.,.,.,15.4,26
ROSS MIDDLE,NORTHSIDE ISD,11.2,1.1,.,.,.,13.5,22
ROSS MIDDLE,EL PASO ISD,7.9,0.9,.,.,.,18.4,40
ROSS STERLING MIDDLE,HUMBLE ISD,5.5,0.2,.,.,.,12.3,32
ROTAN K-12,ROTAN ISD,3.8,0,1.4,.,20.2,8.9,47
ROTH EL,KLEIN ISD,1.9,.,.,.,.,13.5,39
ROUGH HOLLOW EL,LAKE TRAVIS ISD,.,.,.,.,.,17.1,64
ROUGHRIDER ACADEMY,CENTER ISD,51.4,.,0,.,.,14,77
ROUND ROCK H S,ROUND ROCK ISD,6.1,.,0.1,1124,27.1,16.8,64
ROUND ROCK OPPORT CTR DAEP,ROUND ROCK ISD,34.8,0,0,-1,.,2.8,.
ROUND TOP-CARMINE EL,ROUND TOP-CARMINE ISD,0.8,.,.,.,.,12.2,54
ROUND TOP-CARMINE H S,ROUND TOP-CARMINE ISD,1.6,0,0,1102,-1,7.3,72
ROUSE H S,LEANDER ISD,5.5,.,0.3,1061,22.7,15.5,63
ROWE H S,MCALLEN ISD,8.9,.,0,921,22.7,14.1,43
ROWE LANE EL,PFLUGERVILLE ISD,0.7,.,.,.,.,14.8,61
ROWE MIDDLE,CYPRESS-FAIRBANKS ISD,.,1.7,.,.,.,16.4,33
ROWLAND EL,VICTORIA ISD,4.5,.,.,.,.,16.6,24
ROWLETT EL,GARLAND ISD,2.3,.,.,.,.,14.9,22
ROWLETT H S,GARLAND ISD,10.1,.,1.4,936,23.3,16.5,49
ROY BENAVIDEZ EL,SOUTH SAN ANTONIO ISD,6.6,.,.,.,.,15.1,13
ROY CISNEROS EL,EDGEWOOD ISD,9.3,.,.,.,.,12.8,13
ROY J SMITH MIDDLE,KILLEEN ISD,5.7,0.3,.,.,.,19,35
ROY J WOLLAM EL,SANTA FE ISD,4.7,.,.,.,.,16,43
ROY JOHNSON STEM ACADEMY,EVERMAN ISD,5.2,1.9,.,.,.,9,31
ROY LEE WALKER EL,MCKINNEY ISD,2,.,.,.,.,13.7,60
ROY MILLER H S AND METRO SCHOOL OF DESIGN,CORPUS CHRISTI ISD,20.6,0,4.2,915,16.6,15.2,35
ROYAL ACADEMY OF EXCELLENCE,ROYAL PUBLIC SCHOOLS,.,.,.,.,.,7.1,.
ROYAL EARLY CHILDHOOD CENTER,ROYAL ISD,11.7,.,.,.,.,14.5,.
ROYAL EL,ROYAL ISD,3.2,.,.,.,.,14.3,22
ROYAL H S,ROYAL ISD,9.8,.,0.3,959,17.9,14,30
ROYAL J H,ROYAL ISD,2.7,0,.,.,.,17,23
ROYAL RIDGE EL,NORTH EAST ISD,3.1,.,.,.,.,13.3,31
ROYALWOOD EL,SHELDON ISD,4.1,.,.,.,.,15.6,33
ROYSE CITY H S,ROYSE CITY ISD,10.5,.,0.6,972,22,17.6,59
RRISD EARLY COLLEGE H S,ROUND ROCK ISD,5.4,.,0.3,1106,-1,20.5,60
RT BARRERA EL,ROMA ISD,4.6,.,.,.,.,14.5,0
RUBEN C RODRIGUEZ EL,EDCOUCH-ELSA ISD,0.4,.,.,.,.,14.4,3
RUBEN CHAVIRA EL,SAN FELIPE-DEL RIO CISD,3.5,.,.,.,.,16,24
RUBEN HINOJOSA EL,MERCEDES ISD,5.8,.,.,.,.,12.5,27
RUBEN HINOJOSA EL,SHARYLAND ISD,1.4,.,.,.,.,16.2,61
RUBY YOUNG PERSONALIZED STEAM ACADEMY,DESOTO ISD,6.3,0.3,.,.,.,9.4,15
RUCKER EL,HOUSTON ISD,1.6,.,.,.,.,13.7,16
RUDDER MIDDLE,NORTHSIDE ISD,7.5,0.7,.,.,.,13.8,23
RUFINO MENDOZA SR EL,FORT WORTH ISD,4.7,.,.,.,.,12.2,10
RUFUS C BURLESON EL,DALLAS ISD,9.1,.,.,.,.,13.6,29
RUGEL EL,MESQUITE ISD,5.3,.,.,.,.,12.8,31
RUIZ EL,UNITED ISD,3.3,.,.,.,.,14.6,5
RULE SCHOOL,RULE ISD,4.2,3.7,0,.,15.7,8.2,25
RUMMEL CREEK EL,SPRING BRANCH ISD,0.3,.,.,.,.,17.4,80
RUNGE EL,RUNGE ISD,6.6,.,.,.,.,12.6,17
RUNGE H S,RUNGE ISD,19.3,0,1.4,905,-1,9.1,25
RUNN VIRTUAL LEARNING ACADEMY,DONNA ISD,5.2,.,.,.,.,8,19
RUNNING BRUSHY MIDDLE,LEANDER ISD,4.4,0.2,.,.,.,13.3,45
RUNYAN EL,CONROE ISD,1.7,.,.,.,.,14.6,28
RUSH EL,LUBBOCK ISD,2.5,.,.,.,.,12.9,45
RUSK EL,RUSK ISD,1.6,.,.,.,.,9.8,53
RUSK EL,EL PASO ISD,8.6,.,.,.,.,13.5,14
RUSK EL,MIDLAND ISD,5.8,.,.,.,.,16.1,38
RUSK H S,RUSK ISD,6.6,.,0.3,1057,17.5,12.6,57
RUSK INT,RUSK ISD,4.3,.,.,.,.,11.1,34
RUSK J H,RUSK ISD,3,0.6,.,.,.,12.8,40
RUSSELL EL,BROWNSVILLE ISD,4.7,.,.,.,.,14.6,29
RUSSELL P SCHUPMANN EL,RED OAK ISD,4.6,.,.,.,.,15.3,32
RUSTIC OAK EL,PEARLAND ISD,1.9,.,.,.,.,16.2,55
RUTH BARRON EL,PFLUGERVILLE ISD,2.6,.,.,.,.,12.7,17
RUTH CHERRY EL,ROYSE CITY ISD,.,.,.,.,.,13.1,38
RUTH JONES MCCLENDON MIDDLE,GEORGE GERVIN ACADEMY,8.5,0,0,.,-1,6.1,23
RUTHERFORD EL,MESQUITE ISD,2.5,.,.,.,.,15,42
RUTLEDGE EL,LEANDER ISD,0.8,.,.,.,.,14.4,62
RYAN EL,DENTON ISD,1.3,.,.,.,.,12.1,51
RYAN EL,LAREDO ISD,1.2,.,.,.,.,15.7,29
RYAN H S,DENTON ISD,7,.,0.1,992,20.9,13.9,48
S AND S CONS EL,S AND S CISD,3.2,.,.,.,.,12.8,30
S AND S CONS H S,S AND S CISD,6.8,.,0.3,1041,21.6,10.5,56
S AND S CONS MIDDLE,S AND S CISD,2.9,0,.,.,.,16.6,44
S C LEE J H,COPPERAS COVE ISD,6.8,1,.,.,.,14.7,40
S F AUSTIN EL,BRAZOSPORT ISD,5.2,.,.,.,.,18.8,36
S GARLAND H S,GARLAND ISD,14.8,.,0.3,844,-1,16.2,28
S GUS ALEXANDER JR EL,DUNCANVILLE ISD,7.6,.,.,.,.,12.4,25
S H CROWLEY EL,CROWLEY ISD,4.5,.,.,.,.,15.6,23
S S CONNER EL,DALLAS ISD,12.5,.,.,.,.,17.2,38
S S DILLOW EL,FORT WORTH ISD,8.1,.,.,.,.,15.6,16
S T E P - C O R E,GEORGETOWN ISD,.,.,.,.,.,0.7,.
S T E P - C O R E,JARRELL ISD,.,.,.,.,.,.,.
S T E P - C O R E,ROUND ROCK ISD,.,.,-1,.,.,.,.
S T E P - DETENTION,GEORGETOWN ISD,0,-1,-1,.,.,1.1,.
S T E P - DETENTION,ROUND ROCK ISD,0,-1,0,.,.,.,.
S T E P - J J A E P,GEORGETOWN ISD,26.8,-1,0,.,.,0.3,.
S T E P - J J A E P,ROUND ROCK ISD,50,.,-1,.,.,.,.
S/SGT MICHAEL P BARRERA VETERANS EL,SOMERSET ISD,5.6,.,.,.,.,14.7,35
SABINAL EL,SABINAL ISD,5.3,.,.,.,.,12.1,28
SABINAL H S,SABINAL ISD,13.2,.,3.4,942,-1,9.2,36
SABINAL MIDDLE,SABINAL ISD,9.3,1.3,.,.,.,12.1,25
SABINE EL,SABINE ISD,2.6,.,.,.,.,14.9,41
SABINE H S,SABINE ISD,4.1,.,0.2,1057,21.3,12.1,67
SABINE MIDDLE,SABINE ISD,3.4,0,.,.,.,13.7,50
SABINE PASS SCHOOL,SABINE PASS ISD,2.3,0,0,983,-1,10.7,50
SACHSE H S,GARLAND ISD,5.3,.,0.5,1004,21.6,17.5,64
SADLER MEANS YWLA,AUSTIN ISD,15,1.8,.,.,.,10.7,16
SAEGERT EL,KILLEEN ISD,5.5,.,.,.,.,14.6,36
SAENZ EL,ALICE ISD,6.8,.,.,.,.,16.4,18
SAFE HAVEN,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,.,.,.,.,.,3,.
SAGAMORE HILL EL,FORT WORTH ISD,6.8,.,.,.,.,17.2,11
SAGELAND EL,YSLETA ISD,1.6,.,.,.,.,14.3,12
SAGINAW EL,EAGLE MT-SAGINAW ISD,3.4,.,.,.,.,12.6,21
SAGINAW H S,EAGLE MT-SAGINAW ISD,8.8,.,1,1034,19.4,15.9,62
SAIGLING EL,PLANO ISD,2.4,.,.,.,.,11.1,59
SAINT JO EL,SAINT JO ISD,1.5,.,.,.,.,12.7,39
SAINT JO H S,SAINT JO ISD,5.6,0,1.1,1021,18.7,9.5,52
SAISD - PK 4 SA,SAN ANTONIO ISD,.,.,.,.,.,.,.
SALADO EL,EAST CENTRAL ISD,2.4,.,.,.,.,17.1,23
SALADO H S,SALADO ISD,7.3,.,0.1,1142,25,14.2,65
SALADO MIDDLE,SALADO ISD,3.4,0.3,.,.,.,16.1,47
SALAZAR CROSSROADS ACADEMY,ROBSTOWN ISD,89.1,.,0,.,.,27,-1
SALAZAR DISTRICT ALTERNATIVE EDUCATION PROGRAM,CARROLLTON-FARMERS BRANCH ISD,26.9,0,0,.,.,3,.
SALINAS EL,MISSION CISD,2,.,.,.,.,13.9,30
SALINAS EL,UNITED ISD,4.8,.,.,.,.,15.7,0
SALLYE R MOORE COLLEGE & CAREER PREPARATORY,GRAND PRAIRIE ISD,5.4,0,.,.,.,13.8,30
SALTILLO SCHOOL,SALTILLO ISD,0.4,0,0,-1,21.9,9.9,41
SALVADOR GARCIA MIDDLE,UNITED ISD,7.6,2.2,.,.,.,12.6,50
SALVADOR SANCHEZ MIDDLE,SOCORRO ISD,4,0,.,.,.,15.3,.
SALYARDS MIDDLE,CYPRESS-FAIRBANKS ISD,1.8,0,.,.,.,17.9,67
SALYERS EL,SPRING ISD,7.4,.,.,.,.,16.1,18
SAM FORDYCE EL,LA JOYA ISD,1.5,.,.,.,.,11.8,.
SAM HOUSTON COLLEGIATE PREPARATORY EL,MIDLAND ISD,7.4,.,.,.,.,16.3,38
SAM HOUSTON EL,BRYAN ISD,3.6,.,.,.,.,15.7,52
SAM HOUSTON EL,LA FERIA ISD,3.2,.,.,.,.,14.6,31
SAM HOUSTON EL,ECTOR COUNTY ISD,5.4,.,.,.,.,17,24
SAM HOUSTON EL,GALENA PARK ISD,2.7,.,.,.,.,15.7,32
SAM HOUSTON EL,MARSHALL ISD,0.7,.,.,.,.,17.3,52
SAM HOUSTON EL,WESLACO ISD,2.7,.,.,.,.,16.2,35
SAM HOUSTON EL,EAGLE PASS ISD,4.6,.,.,.,.,15,29
SAM HOUSTON EL,CORSICANA ISD,1.7,.,.,.,.,15.6,43
SAM HOUSTON H S,ARLINGTON ISD,28,.,5.6,877,16.8,16.1,38
SAM HOUSTON MIDDLE,GARLAND ISD,6.3,0,.,.,.,14.5,14
SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,8.1,.,.,.,.,16.3,61
SAM JAMISON MIDDLE,PEARLAND ISD,2.1,.,.,.,.,15.8,48
SAM JOHNSON EL,PROSPER ISD,.,.,.,.,.,15.3,49
SAM RAYBURN,BRYAN ISD,4.6,.,.,.,.,14.2,40
SAM RAYBURN EL,SAM RAYBURN ISD,3.3,.,.,.,.,9.7,44
SAM RAYBURN EL STEAM ACADEMY,GRAND PRAIRIE ISD,2.5,.,.,.,.,14.7,21
SAM RAYBURN H S,PASADENA ISD,20.6,.,3.2,903,20.2,14,46
SAM ROSEN EL,FORT WORTH ISD,4.5,.,.,.,.,14.3,15
SAM TASBY MIDDLE,DALLAS ISD,11.7,1.8,.,.,.,13,22
SAMMONS EL,ALDINE ISD,3.1,.,.,.,.,13.9,19
SAMPSON EL,CYPRESS-FAIRBANKS ISD,0.5,.,.,.,.,17.9,75
SAMUEL BECK EL,NORTHWEST ISD,0.8,.,.,.,.,16.4,70
SAMUEL CLEMENS H S,SCHERTZ-CIBOLO-U CITY ISD,7.1,.,1.7,1017,23,17.6,71
SAMUEL HOUSTON EL,HUNTSVILLE ISD,5.6,.,.,.,.,15.5,19
SAN ANGELO STATE SCHOOL,WATER VALLEY ISD,50,.,0,.,.,4.1,83
SAN ANTONIO PREPARATORY,SAN ANTONIO PREPARATORY SCHOOLS,.,6.7,.,.,.,17.8,9
SAN AUGUSTINE EL,SAN AUGUSTINE ISD,4.2,.,.,.,.,11.8,17
SAN AUGUSTINE H S,SAN AUGUSTINE ISD,10.8,0,4.4,-1,16.7,10.6,21
SAN BENITO H S,SAN BENITO CISD,16.5,.,2.4,837,17.8,13.9,.
SAN BENITO RIVERSIDE MIDDLE,SAN BENITO CISD,6.1,0,.,.,.,13.2,22
SAN BENITO VETERANS MEMORIAL ACADEMY,SAN BENITO CISD,13.7,.,3.3,.,.,15.3,25
SAN CARLOS EL,EDINBURG CISD,2.6,.,.,.,.,13.9,21
SAN DIEGO H S,SAN DIEGO ISD,26.4,.,2.8,876,16,13.7,47
SAN ELIZARIO H S,SAN ELIZARIO ISD,9.8,.,2.6,931,18.1,16.3,-1
SAN FELIPE MEMORIAL MIDDLE,SAN FELIPE-DEL RIO CISD,5.3,.,.,.,.,16.7,27
SAN ISIDRO EL,SAN ISIDRO ISD,3.4,0,.,.,.,9.5,33
SAN ISIDRO EL,UNITED ISD,1,.,.,.,.,17.2,41
SAN ISIDRO H S,SAN ISIDRO ISD,2.8,.,0,.,19.5,9.5,50
SAN JACINTO EL,DALLAS ISD,5.4,.,.,.,.,14.1,23
SAN JACINTO EL,ECTOR COUNTY ISD,8.7,.,.,.,.,19.2,39
SAN JACINTO EL,DEER PARK ISD,2.6,.,.,.,.,14.7,42
SAN JACINTO EL,GOOSE CREEK CISD,4.5,.,.,.,.,14.2,26
SAN JACINTO EL,LIBERTY ISD,2,.,.,.,.,17,.
SAN JACINTO EL,CONROE ISD,3.8,.,.,.,.,12.2,33
SAN JACINTO EL,AMARILLO ISD,8.9,.,.,.,.,13.7,26
SAN JACINTO EL,SAN ANGELO ISD,4.2,.,.,.,.,13,19
SAN JACINTO INT,PASADENA ISD,8.6,0.7,.,.,.,12.3,30
SAN JACINTO J H,MIDLAND ISD,6.7,0.7,.,.,.,15.2,30
SAN LEON EL,DICKINSON ISD,5.1,.,.,.,.,13.1,24
SAN LUIS EL,EAGLE PASS ISD,3.8,.,.,.,.,15.4,0
SAN MARCOS H S,SAN MARCOS CISD,21.3,.,4.2,977,19.3,15.6,37
SAN PEDRO EL,ROBSTOWN ISD,3.4,.,.,.,.,14.4,23
SAN PERLITA EL,SAN PERLITA ISD,5.5,.,.,.,.,9.8,39
SAN PERLITA H S,SAN PERLITA ISD,5.7,.,1.3,.,16.4,8.5,50
SAN PERLITA MIDDLE,SAN PERLITA ISD,8.5,0,.,.,.,7.4,34
SAN SABA EL,SAN SABA ISD,3.9,.,.,.,.,11.9,32
SAN SABA H S,SAN SABA ISD,11.4,.,0.5,879,17.9,8.1,62
SAN SABA MIDDLE,SAN SABA ISD,4.3,0,.,.,.,12.3,33
SAN VICENTE EL,SAN VICENTE ISD,14.3,-1,.,.,.,2.2,38
SANBORN EL,AMARILLO ISD,5.5,.,.,.,.,13.1,24
SANCHEZ EL,HOUSTON ISD,3,.,.,.,.,20,24
SANCHEZ EL,AUSTIN ISD,6.4,.,.,.,.,13.3,6
SANDERS EL,CORPUS CHRISTI ISD,10.6,.,.,.,.,13.2,29
SANDERSON SCHOOLS,TERRELL COUNTY ISD,7,4.5,0,-1,-1,9.1,56
SANDRA MOSSMAN EL,CLEAR CREEK ISD,1.5,.,.,.,.,17.7,47
SANDS CISD,SANDS CISD,0.8,0,0,982,-1,11.6,52
SANFORD-FRITCH EL,SANFORD-FRITCH ISD,4.3,.,.,.,.,11.3,39
SANFORD-FRITCH H S,SANFORD-FRITCH ISD,10,.,2.2,.,18.3,10.2,54
SANFORD-FRITCH J H,SANFORD-FRITCH ISD,4.4,0,.,.,.,13.5,40
SANGER H S,SANGER ISD,10.6,.,1,1115,19.1,13.5,60
SANGER MIDDLE,SANGER ISD,5.7,1.3,.,.,.,14.7,41
SANGER SIXTH GRADE CAMPUS,SANGER ISD,2.1,.,.,.,.,13.9,43
SANTA ANNA EL,SANTA ANNA ISD,1.8,.,.,.,.,11.9,17
SANTA ANNA SECONDARY,SANTA ANNA ISD,2.3,0,0,894,.,9.2,45
SANTA FE EL,CLEBURNE ISD,4.1,.,.,.,.,12.4,34
SANTA FE H S,SANTA FE ISD,9.6,.,1.2,996,23.2,16.5,42
SANTA FE J H,SANTA FE ISD,6.7,0.3,.,.,.,16.8,36
SANTA GERTRUDIS ACADEMY H S,SANTA GERTRUDIS ISD,1.4,.,0,1099,21.6,15.2,68
SANTA GERTRUDIS SCHOOL,SANTA GERTRUDIS ISD,0.5,0,.,.,.,15.8,52
SANTA MARIA ACADEMIC ACADEMY-OPTIONS CAMPUS (6-12),SANTA MARIA ISD,24.1,.,16,.,.,-2,0
SANTA MARIA EL,LAREDO ISD,2.6,.,.,.,.,12.6,43
SANTA MARIA H S,SANTA MARIA ISD,16.5,.,0.6,.,17.4,6.7,26
SANTA MARIA MIDDLE,SANTA MARIA ISD,1.7,0,.,.,.,8.1,7
SANTA RITA EL,MIDLAND ISD,7.4,.,.,.,.,16.8,42
SANTA RITA EL,SAN ANGELO ISD,2.3,.,.,.,.,15.4,62
SANTA RITA EL,LIBERTY HILL ISD,.,.,.,.,.,16.3,42
SANTA RITA MIDDLE,LIBERTY HILL ISD,.,.,.,.,.,14.8,.
SANTA ROSA H S,SANTA ROSA ISD,11,.,2.1,947,15.8,10,29
SANTIAGO GARCIA EL,EDCOUCH-ELSA ISD,0.4,.,.,.,.,12.9,14
SANTO EL,SANTO ISD,2.2,.,.,.,.,13.7,55
SANTO FORTE J H,AZLE ISD,6.4,0.2,.,.,.,14.8,36
SANTO H S,SANTO ISD,0.7,0,0,1071,-1,10.8,55
SANTO NINO EL,LAREDO ISD,3.3,.,.,.,.,12.8,25
SANTOS LIVAS EL,PHARR-SAN JUAN-ALAMO ISD,7.8,.,.,.,.,17.4,.
SARAH S KING EL,SAN ANTONIO ISD,16.4,.,.,.,.,14.9,13
SARAH STRINDEN EL,PINEYWOODS COMMUNITY ACADEMY,1.4,.,.,.,.,15.3,47
SARAH ZUMWALT MIDDLE,DALLAS ISD,23.7,4.8,.,.,.,13.8,23
SARITA EL,KENEDY COUNTY WIDE CSD,0,.,.,.,.,9.3,59
SARTARTIA MIDDLE,FORT BEND ISD,0.5,0.1,.,.,.,18.6,59
SAVANNAH EL,DENTON ISD,2.4,.,.,.,.,15.9,34
SAVANNAH HEIGHTS INT,SOMERSET ISD,3.9,.,.,.,.,16.4,41
SAVANNAH LAKES EL,ALVIN ISD,2.5,.,.,.,.,14.1,38
SAVOY EL,SAVOY ISD,1.8,.,.,.,.,11.6,51
SAVOY H S,SAVOY ISD,2.2,0,0,1013,.,8.3,49
SCANLAN OAKS EL,FORT BEND ISD,1.3,.,.,.,.,16.4,67
SCARBOROUGH EL,NORTHSIDE ISD,3.3,.,.,.,.,14.8,33
SCARBOROUGH EL,HOUSTON ISD,3.9,.,.,.,.,19,17
SCARBOROUGH H S,HOUSTON ISD,19,.,1.5,860,-1,16.7,30
SCHALLERT EL,ALICE ISD,9.6,.,.,.,.,16,20
SCHANEN ESTATES EL,CORPUS CHRISTI ISD,9.2,.,.,.,.,13,24
SCHARBAUER EL,MIDLAND ISD,7.8,.,.,.,.,17.4,26
SCHELL EL,PLANO ISD,1.6,.,.,.,.,13,50
SCHENCK EL,SAN ANTONIO ISD,5.6,.,.,.,.,14.3,29
SCHERTZ EL,SCHERTZ-CIBOLO-U CITY ISD,2.4,.,.,.,.,13,27
SCHIMELPFENIG MIDDLE,PLANO ISD,2.2,0,.,.,.,14.9,70
